"Avg_mode_power","Star Rating Index"
16.3,"5.880197819230076"
16.3,"5.880197819230076"
16.3,"5.880197819230076"
16.3,"5.880197819230076"
16.3,"5.880197819230076"
16.3,"5.880197819230076"
93.43,"5.683506516991858"
56,"5.054569779475225"
64.17,"5.2369011346465655"
93.65,"6.0873976439379245"
77.67,"5.154397771806109"
118.27,"6.534122799891754"
56,"5.054569779475225"
80.28,"4.617791428508175"
120.81,"5.149211315232029"
160.49,"5.018896730900075"
77,"5.01324516028287"
18,"6.01010315013715"
18,"6.01010315013715"
18,"6.01010315013715"
200.76,"5.086408535553546"
23.798,"6.179725793837952"
25.8,"5.793854274363063"
32,"6.206601394692058"
32,"6.206601394692058"
32,"6.206601394692058"
32,"6.206601394692058"
32,"6.206601394692058"
32,"6.206601394692058"
